neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,year
Manhattan,Greenwich Village,Private room,43,5,3,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,75,2,26,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,65,2,17,2019.0
Brooklyn,Bedford-Stuyvesant,Shared room,24,1,11,2019.0
Manhattan,Upper East Side,Entire home/apt,150,31,1,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,2,5,2019.0
Manhattan,Financial District,Entire home/apt,267,30,1,2019.0
Brooklyn,Bushwick,Entire home/apt,120,1,39,2019.0
Manhattan,West Village,Entire home/apt,130,8,6,2019.0
Manhattan,Harlem,Entire home/apt,100,2,2,2018.0
Queens,Jackson Heights,Private room,80,2,5,2019.0
Brooklyn,Williamsburg,Private room,75,1,4,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,50,1,6,2019.0
Brooklyn,Crown Heights,Entire home/apt,129,3,30,2019.0
Manhattan,Upper East Side,Entire home/apt,150,31,7,2019.0
Manhattan,Upper East Side,Entire home/apt,150,31,1,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,2,33,2019.0
Brooklyn,Clinton Hill,Entire home/apt,450,2,5,2019.0
Brooklyn,Greenpoint,Private room,75,4,2,2018.0
Manhattan,Inwood,Private room,50,3,1,2018.0
Brooklyn,Crown Heights,Entire home/apt,200,4,2,2019.0
Manhattan,East Village,Entire home/apt,350,3,3,2019.0
Manhattan,East Village,Entire home/apt,200,2,6,2019.0
Queens,Long Island City,Private room,85,1,18,2019.0
Brooklyn,Williamsburg,Entire home/apt,200,1,5,2019.0
Manhattan,Lower East Side,Private room,75,2,24,2019.0
Manhattan,Upper West Side,Entire home/apt,249,2,13,2019.0
Brooklyn,Flatbush,Private room,55,2,17,2019.0
Queens,Flushing,Private room,43,2,6,2019.0
Manhattan,Upper West Side,Private room,90,2,2,2019.0
Brooklyn,Flatbush,Private room,60,1,3,2019.0
Manhattan,Lower East Side,Private room,159,2,29,2019.0
Manhattan,Financial District,Private room,220,1,1,2019.0
Manhattan,Washington Heights,Entire home/apt,199,2,18,2019.0
Manhattan,Upper East Side,Entire home/apt,150,3,11,2019.0
Manhattan,Midtown,Private room,100,3,6,2019.0
Manhattan,Upper West Side,Entire home/apt,150,2,29,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5,3,2019.0
Bronx,Pelham Gardens,Entire home/apt,87,2,26,2019.0
Manhattan,Lower East Side,Private room,85,4,2,2019.0
Brooklyn,Prospect Heights,Entire home/apt,110,2,5,2019.0
Queens,St. Albans,Private room,70,2,3,2019.0
Manhattan,West Village,Entire home/apt,269,30,1,2019.0
Manhattan,Harlem,Private room,59,1,2,2019.0
Manhattan,Midtown,Entire home/apt,220,2,8,2019.0
Brooklyn,Bushwick,Entire home/apt,170,2,36,2019.0
Manhattan,Harlem,Entire home/apt,5000,1,2,2019.0
Queens,Ditmars Steinway,Entire home/apt,62,5,3,2019.0
Brooklyn,Williamsburg,Private room,99,2,9,2019.0
Brooklyn,Sheepshead Bay,Entire home/apt,180,3,4,2019.0
Brooklyn,East Flatbush,Entire home/apt,57,1,6,2019.0
Brooklyn,Sheepshead Bay,Entire home/apt,250,3,4,2019.0
Manhattan,West Village,Private room,190,2,4,2019.0
Staten Island,Tompkinsville,Entire home/apt,120,3,15,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,300,4,8,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,135,2,29,2019.0
Manhattan,Harlem,Private room,60,4,11,2019.0
Manhattan,East Village,Entire home/apt,175,3,7,2019.0
Manhattan,Upper East Side,Entire home/apt,345,7,15,2019.0
Brooklyn,Windsor Terrace,Entire home/apt,130,7,1,2019.0
Manhattan,Upper East Side,Entire home/apt,182,2,28,2019.0
Brooklyn,Williamsburg,Private room,90,2,39,2019.0
Manhattan,Harlem,Entire home/apt,175,3,1,2019.0
Brooklyn,East Flatbush,Private room,35,1,10,2019.0
Brooklyn,Greenpoint,Entire home/apt,103,3,3,2019.0
Queens,Far Rockaway,Private room,70,1,12,2019.0
Manhattan,Midtown,Private room,100,3,1,2018.0
Queens,Far Rockaway,Private room,50,1,12,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,20,2019.0
Brooklyn,Williamsburg,Private room,60,2,14,2019.0
Manhattan,Harlem,Private room,70,2,17,2019.0
Manhattan,East Harlem,Entire home/apt,110,30,1,2019.0
Manhattan,East Harlem,Entire home/apt,120,29,1,2019.0
Manhattan,Financial District,Private room,115,2,4,2019.0
Brooklyn,DUMBO,Entire home/apt,219,3,16,2019.0
Manhattan,Chelsea,Entire home/apt,250,3,18,2019.0
Queens,St. Albans,Entire home/apt,135,1,69,2019.0
Brooklyn,Williamsburg,Entire home/apt,90,7,1,2019.0
Brooklyn,Sheepshead Bay,Private room,55,1,45,2019.0
Manhattan,Inwood,Private room,75,2,5,2019.0
Queens,Jamaica,Entire home/apt,155,1,59,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,70,1,1,2018.0
Queens,Ditmars Steinway,Private room,85,2,2,2019.0
Manhattan,Inwood,Private room,60,1,15,2019.0
Brooklyn,Bushwick,Private room,59,1,1,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,115,2,1,2018.0
Queens,Flushing,Private room,73,1,5,2019.0
Manhattan,Greenwich Village,Entire home/apt,275,1,4,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,100,1,2,2018.0
Brooklyn,Sunset Park,Private room,40,8,7,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,75,2,6,2019.0
Queens,St. Albans,Entire home/apt,250,3,4,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,28,3,1,2019.0
Brooklyn,Greenpoint,Entire home/apt,150,3,3,2019.0
Brooklyn,Sheepshead Bay,Shared room,30,2,5,2019.0
Manhattan,Chelsea,Entire home/apt,170,3,6,2019.0
Queens,Flushing,Private room,90,3,1,2019.0
Queens,Flushing,Private room,66,2,19,2019.0
Brooklyn,Williamsburg,Entire home/apt,300,4,2,2019.0
Manhattan,Harlem,Entire home/apt,120,5,1,2019.0
Queens,Astoria,Entire home/apt,103,5,1,2019.0
Queens,Ridgewood,Private room,43,2,4,2019.0
Queens,Briarwood,Entire home/apt,55,1,11,2019.0
Manhattan,West Village,Entire home/apt,240,4,18,2019.0
Brooklyn,Bushwick,Private room,50,2,30,2019.0
Brooklyn,Greenpoint,Entire home/apt,85,3,4,2019.0
Manhattan,Harlem,Private room,68,1,33,2019.0
Manhattan,Morningside Heights,Entire home/apt,150,13,1,2018.0
Brooklyn,Cypress Hills,Entire home/apt,150,3,9,2019.0
Manhattan,Upper East Side,Private room,150,5,5,2019.0
Queens,Rego Park,Private room,60,3,1,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,499,2,14,2019.0
Brooklyn,Crown Heights,Private room,60,20,1,2018.0
Manhattan,Harlem,Private room,47,8,31,2019.0
Manhattan,Upper East Side,Private room,150,5,5,2019.0
Manhattan,Upper East Side,Private room,150,5,7,2019.0
Manhattan,Hell's Kitchen,Private room,179,1,27,2019.0
Manhattan,Hell's Kitchen,Private room,199,1,25,2019.0
Queens,Astoria,Private room,150,2,4,2019.0
Manhattan,Upper East Side,Entire home/apt,200,5,2,2019.0
Brooklyn,Sunset Park,Private room,50,3,3,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,3,10,2019.0
Brooklyn,Downtown Brooklyn,Entire home/apt,99,3,1,2019.0
Manhattan,Harlem,Entire home/apt,269,1,29,2019.0
Brooklyn,Williamsburg,Private room,60,150,2,2019.0
Queens,Springfield Gardens,Entire home/apt,300,1,5,2019.0
Manhattan,Washington Heights,Private room,109,1,2,2018.0
Brooklyn,Clinton Hill,Entire home/apt,250,2,30,2019.0
Staten Island,Dongan Hills,Entire home/apt,70,3,14,2019.0
Manhattan,East Village,Entire home/apt,225,3,2,2019.0
Brooklyn,Crown Heights,Private room,85,2,7,2019.0
Brooklyn,East Flatbush,Private room,50,2,32,2019.0
Manhattan,Harlem,Private room,99,14,2,2019.0
Queens,Flushing,Private room,65,1,3,2019.0
Brooklyn,Park Slope,Private room,120,2,12,2019.0
Brooklyn,Fort Greene,Entire home/apt,175,1,1,2018.0
Manhattan,Washington Heights,Private room,27,29,1,2018.0
Brooklyn,Flatbush,Private room,95,2,3,2019.0
Manhattan,West Village,Entire home/apt,340,30,2,2019.0
Manhattan,Upper West Side,Private room,100,2,8,2019.0
Brooklyn,Williamsburg,Private room,75,2,11,2019.0
Manhattan,Upper West Side,Private room,80,2,3,2019.0
Manhattan,Lower East Side,Entire home/apt,195,3,14,2019.0
Manhattan,Morningside Heights,Entire home/apt,100,1,24,2019.0
Queens,Woodside,Entire home/apt,136,2,17,2019.0
Brooklyn,Clinton Hill,Entire home/apt,250,2,16,2019.0
Bronx,Riverdale,Entire home/apt,175,3,5,2019.0
Manhattan,Nolita,Private room,307,3,1,2018.0
Manhattan,Midtown,Entire home/apt,600,2,1,2018.0
Brooklyn,Crown Heights,Entire home/apt,99,4,5,2019.0
Manhattan,Tribeca,Entire home/apt,2000,1,1,2019.0
Queens,Flushing,Private room,55,1,7,2019.0
Manhattan,Hell's Kitchen,Private room,129,1,18,2019.0
Brooklyn,Crown Heights,Private room,99,2,2,2019.0
Queens,Flushing,Private room,82,1,2,2019.0
Queens,Woodside,Entire home/apt,125,3,14,2019.0
Queens,Ridgewood,Private room,150,1,14,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,151,1,1,2018.0
Brooklyn,Crown Heights,Private room,99,2,1,2019.0
Brooklyn,Clinton Hill,Entire home/apt,98,1,32,2019.0
Brooklyn,Greenpoint,Private room,70,2,2,2019.0
Brooklyn,Greenpoint,Entire home/apt,200,4,1,2018.0
Brooklyn,Williamsburg,Entire home/apt,380,3,3,2019.0
Manhattan,SoHo,Entire home/apt,500,5,3,2019.0
Brooklyn,Bushwick,Private room,50,2,19,2019.0
Brooklyn,Williamsburg,Entire home/apt,149,2,20,2019.0
Brooklyn,Williamsburg,Entire home/apt,73,30,1,2019.0
Brooklyn,Bushwick,Private room,50,1,7,2018.0
Manhattan,Lower East Side,Private room,80,1,6,2019.0
Manhattan,West Village,Entire home/apt,170,2,9,2019.0
Manhattan,East Village,Entire home/apt,120,1,5,2019.0
Queens,Astoria,Entire home/apt,70,1,1,2019.0
Manhattan,Tribeca,Private room,70,30,2,2018.0
Manhattan,Theater District,Entire home/apt,400,4,2,2019.0
Manhattan,Hell's Kitchen,Private room,209,2,11,2019.0
Queens,Flushing,Private room,72,1,8,2019.0
Manhattan,Harlem,Entire home/apt,125,2,12,2019.0
Manhattan,Chelsea,Private room,114,1,1,2019.0
Brooklyn,East Flatbush,Entire home/apt,88,2,44,2019.0
Manhattan,Financial District,Private room,209,7,1,2019.0
Manhattan,Financial District,Entire home/apt,114,1,6,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,118,2,6,2019.0
Manhattan,Upper West Side,Entire home/apt,130,30,1,2019.0
Bronx,Allerton,Entire home/apt,75,1,7,2019.0
Brooklyn,Brownsville,Entire home/apt,130,2,20,2019.0
Brooklyn,Williamsburg,Private room,90,3,10,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,80,2,16,2019.0
Manhattan,Midtown,Entire home/apt,206,30,3,2019.0
Manhattan,Harlem,Entire home/apt,120,2,4,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,149,3,14,2019.0
Bronx,Fieldston,Shared room,50,1,8,2019.0
Queens,Astoria,Entire home/apt,165,3,2,2019.0
Manhattan,Upper West Side,Entire home/apt,375,4,1,2019.0
Manhattan,Chinatown,Private room,75,1,33,2019.0
Manhattan,Gramercy,Entire home/apt,259,1,14,2019.0
Brooklyn,Crown Heights,Entire home/apt,210,4,1,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,55,2,23,2019.0
Brooklyn,Crown Heights,Entire home/apt,460,2,2,2019.0
Brooklyn,Greenpoint,Private room,85,1,14,2019.0
Manhattan,Murray Hill,Entire home/apt,111,30,1,2019.0
Manhattan,Harlem,Private room,109,1,1,2019.0
Manhattan,Washington Heights,Entire home/apt,99,1,2,2019.0
Manhattan,Nolita,Entire home/apt,300,4,3,2019.0
Brooklyn,Bushwick,Private room,70,3,8,2019.0
Manhattan,Chelsea,Entire home/apt,250,3,4,2019.0
Brooklyn,Fort Greene,Entire home/apt,80,3,2,2019.0
Manhattan,Financial District,Entire home/apt,240,7,14,2019.0
Queens,St. Albans,Entire home/apt,35,1,63,2019.0
Manhattan,Harlem,Private room,100,3,2,2019.0
Manhattan,Nolita,Entire home/apt,160,3,14,2019.0
Queens,Douglaston,Entire home/apt,178,5,14,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,269,4,6,2019.0
Bronx,Claremont Village,Private room,75,3,19,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,2,2019.0
Manhattan,Washington Heights,Private room,40,3,23,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,1,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,160,1,51,2019.0
Manhattan,Hell's Kitchen,Private room,130,2,5,2019.0
Queens,Ditmars Steinway,Entire home/apt,90,14,1,2019.0
Manhattan,East Harlem,Private room,99,1,1,2018.0
Brooklyn,East Flatbush,Private room,50,1,46,2019.0
Brooklyn,Clinton Hill,Entire home/apt,150,2,41,2019.0
Queens,Astoria,Private room,80,7,1,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,3,22,2019.0
Brooklyn,Sheepshead Bay,Private room,60,1,56,2019.0
Manhattan,Midtown,Entire home/apt,350,3,17,2019.0
Manhattan,Upper West Side,Entire home/apt,150,1,7,2018.0
Manhattan,Chelsea,Private room,85,3,15,2019.0
Manhattan,Harlem,Private room,50,30,1,2019.0
Manhattan,Financial District,Entire home/apt,550,2,30,2019.0
Manhattan,Flatiron District,Entire home/apt,225,5,4,2019.0
Manhattan,Harlem,Private room,70,4,8,2019.0
Brooklyn,Sunset Park,Private room,75,1,1,2018.0
Brooklyn,Williamsburg,Entire home/apt,195,2,5,2019.0
Manhattan,Harlem,Private room,63,30,2,2019.0
Brooklyn,Bushwick,Private room,40,5,1,2018.0
Manhattan,Gramercy,Entire home/apt,3000,1,1,2018.0
Manhattan,Harlem,Private room,63,30,1,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3,15,2019.0
Manhattan,Nolita,Entire home/apt,165,3,5,2019.0
Brooklyn,Navy Yard,Private room,50,6,1,2018.0
Brooklyn,Bushwick,Private room,85,1,4,2019.0
Brooklyn,Flatbush,Private room,150,3,2,2019.0
Manhattan,Two Bridges,Private room,62,1,7,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,50,1,13,2019.0
Brooklyn,Fort Greene,Private room,60,7,3,2019.0
Brooklyn,Park Slope,Entire home/apt,345,3,10,2019.0
Manhattan,East Village,Entire home/apt,92,1,2,2018.0
Brooklyn,Clinton Hill,Private room,241,1,2,2019.0
Bronx,Concourse,Private room,45,2,3,2019.0
Brooklyn,Flatbush,Entire home/apt,125,2,3,2019.0
Bronx,Port Morris,Private room,145,1,7,2019.0
Manhattan,Chinatown,Private room,275,2,6,2019.0
Manhattan,East Village,Entire home/apt,495,2,6,2019.0
Manhattan,Washington Heights,Private room,50,1,4,2019.0
Queens,Rego Park,Private room,40,1,6,2018.0
Manhattan,Washington Heights,Private room,50,1,3,2019.0
Brooklyn,East Flatbush,Private room,69,1,18,2019.0
Manhattan,Washington Heights,Entire home/apt,120,5,1,2019.0
Manhattan,West Village,Entire home/apt,300,3,21,2019.0
Manhattan,West Village,Entire home/apt,285,3,12,2019.0
Brooklyn,Bensonhurst,Entire home/apt,90,2,53,2019.0
Manhattan,Upper East Side,Entire home/apt,140,5,24,2019.0
Manhattan,Harlem,Private room,46,1,1,2018.0
Brooklyn,Bushwick,Private room,37,1,2,2019.0
Manhattan,East Village,Entire home/apt,134,1,2,2019.0
Brooklyn,East Flatbush,Entire home/apt,150,3,3,2019.0
Manhattan,Financial District,Entire home/apt,195,30,13,2019.0
Manhattan,Upper East Side,Entire home/apt,450,5,5,2019.0
Manhattan,East Harlem,Private room,100,1,13,2019.0
Queens,Flushing,Private room,49,1,19,2019.0
Manhattan,Upper East Side,Entire home/apt,189,2,3,2019.0
Manhattan,Hell's Kitchen,Private room,199,1,21,2019.0
Queens,Astoria,Private room,300,3,2,2019.0
Manhattan,Hell's Kitchen,Private room,199,1,24,2019.0
Manhattan,Hell's Kitchen,Private room,179,1,10,2019.0
Manhattan,Hell's Kitchen,Private room,179,1,24,2019.0
Queens,Woodside,Private room,49,30,3,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,75,1,29,2019.0
Manhattan,Lower East Side,Private room,95,2,5,2019.0
Queens,South Ozone Park,Entire home/apt,72,2,26,2019.0
Manhattan,Lower East Side,Private room,75,5,14,2019.0
Brooklyn,Flatbush,Private room,65,3,15,2019.0
Brooklyn,Fort Greene,Private room,112,5,2,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,1,16,2019.0
Brooklyn,Gowanus,Private room,44,2,3,2019.0
Brooklyn,Greenpoint,Private room,95,7,1,2019.0
Manhattan,Upper West Side,Entire home/apt,188,2,12,2019.0
Manhattan,Upper West Side,Entire home/apt,400,4,39,2019.0
Manhattan,East Village,Entire home/apt,125,2,1,2019.0
Manhattan,East Village,Entire home/apt,139,2,2,2019.0
Manhattan,Harlem,Private room,70,3,3,2019.0
Manhattan,West Village,Private room,90,2,1,2019.0
Manhattan,Financial District,Entire home/apt,229,29,1,2019.0
Manhattan,Upper East Side,Entire home/apt,133,30,3,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,150,10,4,2019.0
Manhattan,Upper West Side,Entire home/apt,135,2,2,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,5,1,2019.0
Brooklyn,Williamsburg,Private room,100,1,1,2018.0
Brooklyn,Crown Heights,Entire home/apt,120,3,43,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,70,4,1,2018.0
Brooklyn,Williamsburg,Private room,110,1,13,2019.0
Queens,Ditmars Steinway,Private room,100,1,2,2018.0
Manhattan,Upper West Side,Private room,120,5,1,2019.0
Manhattan,Little Italy,Private room,130,3,17,2019.0
Queens,Jackson Heights,Shared room,35,2,1,2018.0
Manhattan,Hell's Kitchen,Entire home/apt,185,4,23,2019.0
Manhattan,Midtown,Entire home/apt,714,28,1,2019.0
Manhattan,Midtown,Entire home/apt,675,28,1,2019.0
Manhattan,Midtown,Entire home/apt,675,28,2,2019.0
Manhattan,Midtown,Entire home/apt,675,28,6,2019.0
Manhattan,Midtown,Entire home/apt,675,28,2,2019.0
Manhattan,Midtown,Entire home/apt,956,4,2,2018.0
Manhattan,Midtown,Entire home/apt,675,28,1,2019.0
Manhattan,Midtown,Entire home/apt,675,28,4,2019.0
Manhattan,Midtown,Entire home/apt,675,28,1,2019.0
Manhattan,Midtown,Entire home/apt,714,28,1,2019.0
Manhattan,Midtown,Entire home/apt,714,28,1,2019.0
Manhattan,Midtown,Entire home/apt,675,28,1,2019.0
Manhattan,Midtown,Entire home/apt,675,28,1,2018.0
Queens,Flushing,Entire home/apt,59,1,32,2019.0
Manhattan,Lower East Side,Private room,115,3,19,2019.0
Manhattan,Chelsea,Private room,150,1,4,2019.0
Manhattan,Midtown,Private room,90,1,42,2019.0
Brooklyn,South Slope,Entire home/apt,130,4,2,2019.0
Brooklyn,Clinton Hill,Entire home/apt,110,4,4,2019.0
Manhattan,Morningside Heights,Entire home/apt,266,14,2,2019.0
Queens,Glendale,Private room,100,1,5,2019.0
Brooklyn,Bushwick,Entire home/apt,200,3,1,2019.0
Brooklyn,Bay Ridge,Entire home/apt,90,3,19,2019.0
Manhattan,Tribeca,Entire home/apt,303,30,1,2019.0
Queens,Rego Park,Entire home/apt,250,2,1,2019.0
Staten Island,St. George,Entire home/apt,86,5,1,2019.0
Manhattan,Tribeca,Private room,80,1,38,2019.0
Manhattan,East Village,Entire home/apt,100,2,11,2019.0
Brooklyn,Bushwick,Entire home/apt,179,1,5,2019.0
Brooklyn,Williamsburg,Entire home/apt,220,2,6,2019.0
Manhattan,Upper East Side,Entire home/apt,230,2,13,2019.0
Queens,Astoria,Private room,89,3,2,2019.0
Brooklyn,Gravesend,Private room,40,1,1,2018.0
Manhattan,Financial District,Private room,105,2,3,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,175,7,2,2019.0
Brooklyn,Williamsburg,Private room,50,2,2,2019.0
Manhattan,Hell's Kitchen,Private room,107,1,25,2019.0
Manhattan,Hell's Kitchen,Private room,199,1,7,2019.0
Brooklyn,South Slope,Entire home/apt,125,1,27,2019.0
Queens,Jackson Heights,Private room,43,30,1,2019.0
Queens,Elmhurst,Private room,35,29,2,2019.0
Queens,Elmhurst,Private room,33,29,2,2019.0
Manhattan,West Village,Entire home/apt,165,1,2,2019.0
Manhattan,Midtown,Entire home/apt,182,3,16,2019.0
Manhattan,Midtown,Entire home/apt,227,3,16,2019.0
Queens,Elmhurst,Private room,41,30,2,2019.0
Manhattan,East Village,Private room,115,2,6,2019.0
Bronx,Allerton,Private room,60,2,1,2019.0
Manhattan,Midtown,Entire home/apt,135,4,9,2019.0
Bronx,City Island,Private room,65,3,2,2018.0
Manhattan,Upper East Side,Private room,100,4,28,2019.0
Manhattan,East Harlem,Private room,99,2,12,2019.0
Manhattan,Midtown,Entire home/apt,375,1,7,2019.0
Manhattan,Midtown,Entire home/apt,250,1,1,2018.0
Manhattan,Chelsea,Entire home/apt,175,1,24,2019.0
Queens,Forest Hills,Entire home/apt,90,2,37,2019.0
Manhattan,Upper East Side,Shared room,49,2,17,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,65,2,18,2019.0
Manhattan,Harlem,Private room,44,1,15,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,65,2,9,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,65,2,13,2019.0
Manhattan,Midtown,Entire home/apt,246,3,1,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,300,2,5,2019.0
Queens,Maspeth,Entire home/apt,99,1,43,2019.0
Manhattan,Lower East Side,Private room,355,2,10,2019.0
Brooklyn,Williamsburg,Entire home/apt,120,3,2,2019.0
Manhattan,Harlem,Private room,69,3,11,2019.0
Brooklyn,Bushwick,Entire home/apt,175,5,20,2019.0
Manhattan,Harlem,Private room,50,7,35,2019.0
Brooklyn,East Flatbush,Private room,38,2,9,2019.0
Brooklyn,Sunset Park,Entire home/apt,64,5,8,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,40,2,6,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,40,2,11,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,55,2,5,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,40,2,7,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,45,2,5,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,50,3,3,2019.0
Brooklyn,Bushwick,Entire home/apt,99,2,12,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,5,4,2019.0
Manhattan,Midtown,Entire home/apt,200,4,8,2019.0
Brooklyn,Prospect-Lefferts Gardens,Private room,70,1,19,2019.0
Manhattan,Hell's Kitchen,Private room,200,2,13,2019.0
Brooklyn,Prospect-Lefferts Gardens,Private room,74,1,20,2019.0
Brooklyn,Greenpoint,Private room,88,7,1,2018.0
Brooklyn,Prospect-Lefferts Gardens,Private room,70,1,12,2019.0
Brooklyn,Prospect-Lefferts Gardens,Private room,70,1,7,2019.0
Manhattan,Upper East Side,Entire home/apt,150,1,4,2019.0
Manhattan,Upper West Side,Entire home/apt,150,3,3,2019.0
Brooklyn,Bushwick,Private room,60,1,1,2018.0
Staten Island,Rosebank,Entire home/apt,138,1,51,2019.0
Manhattan,Upper East Side,Entire home/apt,150,30,1,2018.0
Manhattan,Harlem,Private room,82,1,6,2019.0
Manhattan,Roosevelt Island,Private room,90,1,46,2019.0
Brooklyn,Kensington,Private room,56,3,1,2018.0
Brooklyn,Downtown Brooklyn,Private room,249,1,20,2019.0
Manhattan,Lower East Side,Private room,120,3,6,2019.0
Bronx,Westchester Square,Entire home/apt,670,1,2,2019.0
Brooklyn,Williamsburg,Private room,55,1,27,2019.0
Brooklyn,Crown Heights,Entire home/apt,149,3,31,2019.0
Queens,Jackson Heights,Private room,100,2,16,2019.0
Manhattan,Flatiron District,Entire home/apt,210,2,6,2019.0
Brooklyn,Greenpoint,Entire home/apt,100,60,1,2019.0
Brooklyn,Park Slope,Private room,45,10,1,2019.0
Brooklyn,Williamsburg,Private room,45,1,7,2018.0
Queens,Howard Beach,Entire home/apt,207,1,13,2019.0
Queens,East Elmhurst,Entire home/apt,99,1,14,2019.0
Queens,Flushing,Private room,45,1,33,2019.0
Brooklyn,Crown Heights,Private room,80,2,11,2019.0
Brooklyn,Bedford-Stuyvesant,Shared room,35,1,11,2019.0
Brooklyn,East New York,Private room,50,1,20,2019.0
Brooklyn,East New York,Private room,40,1,9,2019.0
Manhattan,Chelsea,Entire home/apt,315,2,15,2019.0
Brooklyn,Prospect-Lefferts Gardens,Private room,50,12,2,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,89,1,3,2019.0
Manhattan,Greenwich Village,Entire home/apt,258,2,4,2019.0
Brooklyn,Bushwick,Private room,150,30,2,2018.0
Queens,Long Island City,Entire home/apt,120,1,1,2019.0
Manhattan,Lower East Side,Entire home/apt,250,5,1,2019.0
Manhattan,East Harlem,Entire home/apt,75,30,1,2019.0
Manhattan,Inwood,Private room,65,4,1,2019.0
Brooklyn,Bushwick,Private room,40,1,24,2019.0
Brooklyn,East Flatbush,Private room,50,4,12,2019.0
Manhattan,Chelsea,Entire home/apt,139,1,20,2019.0
Manhattan,East Harlem,Entire home/apt,232,23,1,2019.0
Brooklyn,Sheepshead Bay,Private room,32,1,50,2019.0
Brooklyn,Bay Ridge,Private room,85,365,1,2018.0
Manhattan,Washington Heights,Entire home/apt,135,1,13,2019.0
Manhattan,Inwood,Private room,65,5,2,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,34,1,3,2019.0
Brooklyn,East Flatbush,Entire home/apt,91,2,13,2019.0
Brooklyn,Carroll Gardens,Entire home/apt,100,4,2,2019.0
Manhattan,Hell's Kitchen,Private room,109,2,7,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,50,21,1,2019.0
Manhattan,Kips Bay,Entire home/apt,250,3,1,2019.0
Manhattan,Upper East Side,Shared room,55,1,66,2019.0
Manhattan,Upper West Side,Entire home/apt,137,3,8,2019.0
Queens,Ridgewood,Private room,45,2,8,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,2,2,2019.0
Manhattan,Harlem,Entire home/apt,97,2,2,2018.0
Manhattan,Harlem,Entire home/apt,70,1,1,2019.0
Manhattan,West Village,Private room,80,4,10,2019.0
Manhattan,Harlem,Private room,100,1,8,2019.0
Manhattan,Upper East Side,Entire home/apt,220,4,2,2019.0
Manhattan,SoHo,Entire home/apt,299,4,2,2019.0
Manhattan,East Village,Entire home/apt,160,1,4,2019.0
Staten Island,New Springville,Entire home/apt,119,2,17,2019.0
Brooklyn,Greenpoint,Entire home/apt,70,30,2,2019.0
Brooklyn,Clinton Hill,Private room,41,1,1,2019.0
Brooklyn,Williamsburg,Private room,70,4,13,2019.0
Brooklyn,Cypress Hills,Private room,48,1,63,2019.0
Brooklyn,Cypress Hills,Private room,48,1,57,2019.0
Manhattan,Upper West Side,Entire home/apt,75,1,16,2019.0
Brooklyn,Crown Heights,Private room,48,1,21,2019.0
